job_id,title,company,location,remote_type,industry,company_size,experience_level,salary_min,salary_max,required_skills,education_required,description,posted_date,applications,days_to_fill
JOB12016,Data Engineer,Outreach Commerce,"Atlanta, GA",onsite,retail,enterprise,lead,213000,279000,Kafka|Azure|Python|AWS|Terraform|Spark|dbt|Airflow,phd,"Outreach Commerce is looking for a passionate Data Engineer with expertise in Kafka, Azure, and Python. The ideal candidate will have lead-level experience in the retail space. You will own the design and delivery of enterprise data platforms end to end.",2024-12-05,232,120
JOB01787,Data Scientist,Skillify Technologies,"Charlotte, NC",onsite,education,startup,entry,64000,83000,A/B Testing|Spark,bachelor,"As a entry Data Scientist at Skillify Technologies, you will leverage A/B Testing and Spark to deliver impactful solutions in the education industry. This role will focus on delivering fraud detection systems that measurably improves our education outcomes. We deeply believe in impact at scale at every level of the organization.",2024-12-06,22,19
JOB01802,Product Manager,Luminary Media AI,"Louisville, KY",onsite,media,small,lead,160000,200000,Agile|JIRA|Figma|SQL|A/B Testing|Product Strategy|User Research|Data Analysis,bachelor,"Join Luminary Media AI as a lead Product Manager and help us build next-generation ML systems using Agile, JIRA, and Figma. We value technical excellence and foster an inclusive environment where everyone can thrive.",2024-12-06,45,78
JOB09343,Data Engineer,Vertex Manufacturing Analytics,"Louisville, KY",hybrid,manufacturing,enterprise,entry,88000,109000,dbt|Airflow|Azure|Snowflake,phd,"Vertex Manufacturing Analytics is looking for a passionate Data Engineer with expertise in dbt, Airflow, and Azure. The ideal candidate will have entry-level experience in the manufacturing space. Your work will directly shape our approach to product analytics infrastructure across a global user base.",2024-12-06,238,40
JOB06659,ML Engineer,Spectrum Consumer Tech,"Madison, WI",remote,retail,large,mid,119000,138000,TensorFlow|Spark|Kubernetes|Feature Stores,bachelor,"We are seeking a mid ML Engineer to join our retail team at Spectrum Consumer Tech. You will work with TensorFlow, Spark, and Kubernetes to drive next-generation ML systems. We deeply believe in ownership and autonomy at every level of the organization.",2024-12-06,147,23
JOB07518,ML Engineer,DataBridge Systems,"San Francisco, CA",onsite,tech,small,senior,167000,218000,Python|TensorFlow|PyTorch|Databricks|MLflow|Spark|CI/CD|Airflow,bachelor,"Join DataBridge Systems as a senior ML Engineer and help us build fraud detection systems using Python, TensorFlow, and PyTorch. We value data-driven decision making and foster an inclusive environment where everyone can thrive.",2024-12-06,50,43
JOB01788,Product Manager,TrueCart Solutions,"Omaha, NE",hybrid,retail,large,senior,149000,194000,Stakeholder Management|Agile|Figma|User Research|A/B Testing|Roadmapping|Product Strategy,master,"TrueCart Solutions is looking for a passionate Product Manager with expertise in Stakeholder Management, Agile, and Figma. The ideal candidate will have senior-level experience in the retail space. You will own the design and delivery of real-time recommendation systems end to end.",2024-12-06,154,57
JOB13259,DevOps Engineer,Nexus Medical AI,"Hartford, CT",remote,healthcare,small,mid,94000,109000,Linux|Kubernetes|Grafana|Python|Terraform,phd,"We are seeking a mid DevOps Engineer to join our healthcare team at Nexus Medical AI. You will work with Linux, Kubernetes, and Grafana to drive enterprise data platforms. We champion continuous learning as a core part of how we operate.",2024-12-06,42,52
JOB01878,Data Analyst,Crestview Asset Management,"Memphis, TN",hybrid,finance,small,senior,149000,193000,Power BI|Python|Tableau|Statistics|A/B Testing|SQL,bachelor,"Crestview Asset Management is looking for a passionate Data Analyst with expertise in Power BI, Python, and Tableau. The ideal candidate will have senior-level experience in the finance space. Your work will directly shape our approach to scalable data pipelines across a global user base.",2024-12-06,48,79
JOB10345,Research Scientist,Cobalt Banking Tech,"Minneapolis, MN",onsite,finance,startup,entry,101000,132000,Machine Learning|Python|Statistics|Publication Record,master,"We are seeking a entry Research Scientist to join our finance team at Cobalt Banking Tech. You will work with Machine Learning, Python, and Statistics to drive intelligent automation workflows. We champion customer obsession as a core part of how we operate.",2024-12-06,26,28
JOB02267,Data Analyst,TeachFlow Solutions,"Madison, WI",remote,education,small,entry,63000,82000,SQL|A/B Testing|Tableau,none,"We are seeking a entry Data Analyst to join our education team at TeachFlow Solutions. You will work with SQL, A/B Testing, and Tableau to drive data-driven insights. We deeply believe in customer obsession at every level of the organization.",2024-12-06,46,42
JOB08927,Backend Engineer,Harbor Capital,"San Diego, CA",remote,finance,enterprise,mid,161000,213000,Go|gRPC|Redis|Kafka|REST APIs|Docker,bachelor,"As a mid Backend Engineer at Harbor Capital, you will leverage Go, gRPC, and Redis to deliver impactful solutions in the finance industry. You will own the design and delivery of scalable data pipelines end to end. We deeply believe in impact at scale at every level of the organization.",2024-12-06,181,35
JOB06851,UX Designer,Horizon Fintech,"Madison, WI",remote,finance,large,senior,221000,294000,HTML/CSS|User Research|Prototyping|Adobe XD|Usability Testing|Figma|Design Systems|Wireframing,bachelor,"Join Horizon Fintech as a senior UX Designer and help us build intelligent automation workflows using HTML/CSS, User Research, and Prototyping. We value continuous learning and foster an inclusive environment where everyone can thrive.",2024-12-07,142,62
JOB05753,ML Engineer,Vivid Analytics Corp,"Albany, NY",remote,media,large,lead,228000,275000,TensorFlow|AWS SageMaker|Databricks|Kubernetes|Airflow|Docker|Spark|Feature Stores,bachelor,"We are seeking a lead ML Engineer to join our media team at Vivid Analytics Corp. You will work with TensorFlow, AWS SageMaker, and Databricks to drive user-facing features. We champion collaboration and transparency as a core part of how we operate.",2024-12-07,157,90
JOB10504,Data Engineer,Frequency Media Systems,"Orlando, FL",remote,media,medium,mid,87000,117000,Azure|Snowflake|Redshift|AWS|PostgreSQL|Terraform,bachelor,"Join Frequency Media Systems as a mid Data Engineer and help us build cloud infrastructure using Azure, Snowflake, and Redshift. We value psychological safety and foster an inclusive environment where everyone can thrive.",2024-12-07,69,36
JOB14082,Data Scientist,Orion Health Labs,"Austin, TX",remote,healthcare,startup,mid,124000,161000,TensorFlow|SQL|Python|Machine Learning|Deep Learning,bachelor,"We are seeking a mid Data Scientist to join our healthcare team at Orion Health Labs. You will work with TensorFlow, SQL, and Python to drive data-driven insights. Our team is built on psychological safety — you will feel it on day one.",2024-12-07,19,59
JOB00120,Product Manager,CivilIQ Technologies,"San Francisco, CA",remote,government,small,director,273000,316000,JIRA|A/B Testing|Stakeholder Management|User Research|SQL|Roadmapping,master,"We are seeking a director Product Manager to join our government team at CivilIQ Technologies. You will work with JIRA, A/B Testing, and Stakeholder Management to drive cloud infrastructure. We deeply believe in technical excellence at every level of the organization.",2024-12-07,49,158
JOB14403,Data Engineer,Cascade Education Tech,"Houston, TX",hybrid,education,enterprise,entry,67000,87000,PostgreSQL|Kafka,bachelor,Join Cascade Education Tech as a entry Data Engineer and help us build next-generation ML systems using PostgreSQL and Kafka. We value data-driven decision making and foster an inclusive environment where everyone can thrive.,2024-12-07,222,16
JOB00098,DevOps Engineer,Enlighten Analytics,"Des Moines, IA",hybrid,education,large,entry,65000,85000,GCP|Kubernetes|Azure,bachelor,"We are seeking a entry DevOps Engineer to join our education team at Enlighten Analytics. You will work with GCP, Kubernetes, and Azure to drive real-time recommendation systems. We champion diversity and inclusion as a core part of how we operate.",2024-12-07,147,39
JOB07020,UX Designer,Conduit Media AI,"Albany, NY",hybrid,media,startup,entry,51000,65000,Design Systems|User Research,bachelor,Conduit Media AI is looking for a passionate UX Designer with expertise in Design Systems and User Research. The ideal candidate will have entry-level experience in the media space. You will own the design and delivery of intelligent automation workflows end to end.,2024-12-07,23,24
JOB10820,Research Scientist,ClinIQ Technologies,"Salt Lake City, UT",onsite,healthcare,large,senior,208000,280000,Experimentation|TensorFlow|Machine Learning|Statistics|Python|LaTeX,phd,"As a senior Research Scientist at ClinIQ Technologies, you will leverage Experimentation, TensorFlow, and Machine Learning to deliver impactful solutions in the healthcare industry. Your work will directly shape our approach to high-availability microservices across a global user base. Our team is built on collaboration and transparency — you will feel it on day one.",2024-12-07,151,78
JOB00990,Data Engineer,Axiom Technologies,"Boise, ID",remote,tech,small,mid,135000,161000,BigQuery|dbt|Python|Redshift|Airflow|Kafka,master,"We are seeking a mid Data Engineer to join our tech team at Axiom Technologies. You will work with BigQuery, dbt, and Python to drive high-availability microservices. We deeply believe in diversity and inclusion at every level of the organization.",2024-12-07,44,21
JOB02151,Data Engineer,Signal Media Corp,"Miami, FL",remote,media,startup,senior,114000,136000,BigQuery|Snowflake|AWS|Spark|Terraform|dbt,bachelor,"We are seeking a senior Data Engineer to join our media team at Signal Media Corp. You will work with BigQuery, Snowflake, and AWS to drive fraud detection systems. We champion technical excellence as a core part of how we operate.",2024-12-07,27,79
JOB02388,Backend Engineer,TerraBytes Inc,"Buffalo, NY",remote,tech,large,mid,119000,156000,Kubernetes|Java|Redis|SQL|Docker|Python,phd,"TerraBytes Inc is looking for a passionate Backend Engineer with expertise in Kubernetes, Java, and Redis. The ideal candidate will have mid-level experience in the tech space. This role will focus on delivering cloud infrastructure that measurably improves our tech outcomes.",2024-12-07,137,21
JOB02575,Data Engineer,Cognify Corp,"Buffalo, NY",hybrid,education,medium,senior,127000,170000,SQL|AWS|Airflow|Redshift|Azure|Python,master,"We are seeking a senior Data Engineer to join our education team at Cognify Corp. You will work with SQL, AWS, and Airflow to drive user-facing features. Our team is built on continuous learning — you will feel it on day one.",2024-12-07,68,57
JOB09440,Product Manager,Outreach Commerce,"Portland, OR",onsite,retail,medium,lead,181000,226000,Data Analysis|Figma|JIRA|User Research|A/B Testing|Roadmapping|Agile,phd,"We are seeking a lead Product Manager to join our retail team at Outreach Commerce. You will work with Data Analysis, Figma, and JIRA to drive intelligent automation workflows. We deeply believe in data-driven decision making at every level of the organization.",2024-12-08,61,92
JOB11690,Software Engineer,PolicyData Corp,"Indianapolis, IN",hybrid,government,small,senior,137000,162000,JavaScript|PostgreSQL|TypeScript|Go|Kubernetes|Redis|Java|AWS,bachelor,"We are seeking a senior Software Engineer to join our government team at PolicyData Corp. You will work with JavaScript, PostgreSQL, and TypeScript to drive high-availability microservices. We champion collaboration and transparency as a core part of how we operate.",2024-12-08,42,88
JOB03879,Data Scientist,Redwood Financial,"Chicago, IL",hybrid,finance,medium,senior,204000,239000,Machine Learning|A/B Testing|TensorFlow|Spark|NLP|PyTorch|SQL|Statistics,none,"As a senior Data Scientist at Redwood Financial, you will leverage Machine Learning, A/B Testing, and TensorFlow to deliver impactful solutions in the finance industry. You will own the design and delivery of next-generation ML systems end to end. We deeply believe in data-driven decision making at every level of the organization.",2024-12-08,77,87
JOB04415,Product Manager,Keystone Public Analytics,"Oakland, CA",hybrid,government,large,senior,135000,168000,Product Strategy|Data Analysis|JIRA|SQL|Figma|Agile|Roadmapping,master,"Join Keystone Public Analytics as a senior Product Manager and help us build scalable data pipelines using Product Strategy, Data Analysis, and JIRA. We value impact at scale and foster an inclusive environment where everyone can thrive.",2024-12-08,142,45
JOB10171,Product Manager,Nexus Medical AI,"Detroit, MI",remote,healthcare,medium,entry,96000,123000,JIRA|Product Strategy|Stakeholder Management|Agile,master,"Join Nexus Medical AI as a entry Product Manager and help us build scalable data pipelines using JIRA, Product Strategy, and Stakeholder Management. We value ownership and autonomy and foster an inclusive environment where everyone can thrive.",2024-12-08,74,20
JOB05963,ML Engineer,NovaStream Tech,"Charlotte, NC",remote,tech,startup,senior,144000,192000,AWS SageMaker|Python|Kubernetes|Airflow|CI/CD|Feature Stores|Docker,bachelor,"NovaStream Tech is looking for a passionate ML Engineer with expertise in AWS SageMaker, Python, and Kubernetes. The ideal candidate will have senior-level experience in the tech space. You will own the design and delivery of intelligent automation workflows end to end.",2024-12-08,35,57
JOB06582,DevOps Engineer,Radiant Health AI,"Orlando, FL",hybrid,healthcare,enterprise,mid,163000,217000,Python|AWS|Ansible|Jenkins|CI/CD|Azure,bachelor,"We are seeking a mid DevOps Engineer to join our healthcare team at Radiant Health AI. You will work with Python, AWS, and Ansible to drive enterprise data platforms. We champion psychological safety as a core part of how we operate.",2024-12-08,193,21
JOB04692,Backend Engineer,Orion Civic Solutions,"Minneapolis, MN",onsite,government,large,mid,102000,135000,SQL|REST APIs|AWS|Docker,bachelor,"We are seeking a mid Backend Engineer to join our government team at Orion Civic Solutions. You will work with SQL, REST APIs, and AWS to drive user-facing features. Our team is built on ownership and autonomy — you will feel it on day one.",2024-12-08,113,39
JOB06858,Product Manager,Nexus Fabrication Tech,"Buffalo, NY",onsite,manufacturing,medium,entry,55000,72000,Roadmapping|JIRA,bachelor,We are seeking a entry Product Manager to join our manufacturing team at Nexus Fabrication Tech. You will work with Roadmapping and JIRA to drive high-availability microservices. We deeply believe in technical excellence at every level of the organization.,2024-12-08,77,36
JOB11909,Product Manager,Summit Wealth Partners,"Buffalo, NY",hybrid,finance,large,entry,112000,149000,SQL|JIRA|User Research|Stakeholder Management,bachelor,"Join Summit Wealth Partners as a entry Product Manager and help us build high-availability microservices using SQL, JIRA, and User Research. We value diversity and inclusion and foster an inclusive environment where everyone can thrive.",2024-12-08,147,37
JOB08367,Product Manager,Civic Pulse Systems,"Minneapolis, MN",hybrid,government,medium,lead,152000,187000,JIRA|Data Analysis|Figma|User Research|Stakeholder Management|Roadmapping|A/B Testing|Product Strategy|SQL,phd,"As a lead Product Manager at Civic Pulse Systems, you will leverage JIRA, Data Analysis, and Figma to deliver impactful solutions in the government industry. You will own the design and delivery of next-generation ML systems end to end. We deeply believe in continuous learning at every level of the organization.",2024-12-08,73,108
JOB02956,Data Scientist,Cognify Corp,"Oakland, CA",onsite,education,large,senior,161000,213000,A/B Testing|Machine Learning|Jupyter|Statistics|Deep Learning|Tableau,bachelor,"Cognify Corp is looking for a passionate Data Scientist with expertise in A/B Testing, Machine Learning, and Jupyter. The ideal candidate will have senior-level experience in the education space. Your work will directly shape our approach to data-driven insights across a global user base.",2024-12-08,133,80
JOB12288,ML Engineer,Polarity Networks,"Atlanta, GA",hybrid,tech,large,lead,297000,374000,Databricks|Kubernetes|MLflow|Docker|Airflow|Spark|TensorFlow|AWS SageMaker|Feature Stores,phd,"We are seeking a lead ML Engineer to join our tech team at Polarity Networks. You will work with Databricks, Kubernetes, and MLflow to drive product analytics infrastructure. We deeply believe in impact at scale at every level of the organization.",2024-12-08,140,119
JOB03012,Data Scientist,Delta Manufacturing Systems,"Louisville, KY",remote,manufacturing,medium,mid,139000,176000,Statistics|Python|NLP|PyTorch|scikit-learn|Jupyter,bachelor,"As a mid Data Scientist at Delta Manufacturing Systems, you will leverage Statistics, Python, and NLP to deliver impactful solutions in the manufacturing industry. Your work will directly shape our approach to real-time recommendation systems across a global user base. We deeply believe in ownership and autonomy at every level of the organization.",2024-12-08,77,42
JOB08528,Backend Engineer,Broadfield Investments,"Portland, OR",onsite,finance,large,mid,138000,186000,AWS|REST APIs|Kubernetes|Java,bachelor,"We are seeking a mid Backend Engineer to join our finance team at Broadfield Investments. You will work with AWS, REST APIs, and Kubernetes to drive data-driven insights. We deeply believe in psychological safety at every level of the organization.",2024-12-08,160,33
JOB00670,Backend Engineer,PricePoint Systems,"Louisville, KY",remote,retail,large,lead,234000,273000,REST APIs|Kubernetes|Kafka|Docker|Python|gRPC|Redis|Go|PostgreSQL,master,"PricePoint Systems is looking for a passionate Backend Engineer with expertise in REST APIs, Kubernetes, and Kafka. The ideal candidate will have lead-level experience in the retail space. You will own the design and delivery of data-driven insights end to end.",2024-12-09,132,116
JOB07291,Data Analyst,Apex Edtech,"Albany, NY",hybrid,education,large,lead,190000,230000,dbt|Looker|SQL|Statistics|Google Analytics|Power BI|Excel,master,"As a lead Data Analyst at Apex Edtech, you will leverage dbt, Looker, and SQL to deliver impactful solutions in the education industry. Your work will directly shape our approach to data-driven insights across a global user base. We champion customer obsession as a core part of how we operate.",2024-12-09,137,53
JOB02529,UX Designer,Compass Retail Data,"Charlotte, NC",remote,retail,medium,mid,96000,115000,Prototyping|Figma|Wireframing|Sketch,master,"Join Compass Retail Data as a mid UX Designer and help us build user-facing features using Prototyping, Figma, and Wireframing. We value diversity and inclusion and foster an inclusive environment where everyone can thrive.",2024-12-09,77,32
JOB12988,Data Engineer,Atlas Civic Data,"Richmond, VA",hybrid,government,large,mid,119000,157000,BigQuery|Airflow|Redshift|dbt|Spark,master,"Join Atlas Civic Data as a mid Data Engineer and help us build customer personalization engines using BigQuery, Airflow, and Redshift. We value customer obsession and foster an inclusive environment where everyone can thrive.",2024-12-09,146,23
JOB11376,Backend Engineer,Starstream Analytics,"Columbus, OH",remote,media,medium,entry,88000,111000,Kafka|Python|SQL|Redis,master,"As a entry Backend Engineer at Starstream Analytics, you will leverage Kafka, Python, and SQL to deliver impactful solutions in the media industry. Your work will directly shape our approach to product analytics infrastructure across a global user base. Our team is built on customer obsession — you will feel it on day one.",2024-12-09,81,37
JOB05095,Software Engineer,MomentumRetail AI,"Phoenix, AZ",onsite,retail,startup,entry,65000,75000,Java|PostgreSQL|Rust|Redis,bachelor,"Join MomentumRetail AI as a entry Software Engineer and help us build data-driven insights using Java, PostgreSQL, and Rust. We value technical excellence and foster an inclusive environment where everyone can thrive.",2024-12-09,27,32
JOB10215,ML Engineer,Federal Analytics Corp,"Richmond, VA",hybrid,government,startup,mid,110000,148000,MLflow|Feature Stores|PyTorch|Databricks|Airflow,master,"As a mid ML Engineer at Federal Analytics Corp, you will leverage MLflow, Feature Stores, and PyTorch to deliver impactful solutions in the government industry. You will own the design and delivery of high-availability microservices end to end. We deeply believe in diversity and inclusion at every level of the organization.",2024-12-09,24,40
JOB00248,Data Analyst,Orion Civic Solutions,"Detroit, MI",onsite,government,medium,mid,117000,145000,SQL|A/B Testing|Statistics|dbt|Excel|Power BI,bachelor,"We are seeking a mid Data Analyst to join our government team at Orion Civic Solutions. You will work with SQL, A/B Testing, and Statistics to drive real-time recommendation systems. We champion technical excellence as a core part of how we operate.",2024-12-09,74,37
JOB00483,Data Analyst,Apex Commerce Solutions,"Cincinnati, OH",onsite,retail,startup,senior,134000,167000,Google Analytics|SQL|Python|Power BI|Statistics|Looker|dbt,bachelor,"Apex Commerce Solutions is looking for a passionate Data Analyst with expertise in Google Analytics, SQL, and Python. The ideal candidate will have senior-level experience in the retail space. Your work will directly shape our approach to fraud detection systems across a global user base.",2024-12-09,32,65
JOB04864,Research Scientist,ShopEdge Technologies,"Detroit, MI",hybrid,retail,enterprise,mid,132000,163000,Publication Record|Deep Learning|Python|TensorFlow|PyTorch,phd,"We are seeking a mid Research Scientist to join our retail team at ShopEdge Technologies. You will work with Publication Record, Deep Learning, and Python to drive user-facing features. Our team is built on psychological safety — you will feel it on day one.",2024-12-09,202,43
JOB07517,Backend Engineer,PricePoint Systems,"San Jose, CA",hybrid,retail,medium,senior,132000,165000,AWS|SQL|Java|Docker|Kafka|REST APIs,phd,"As a senior Backend Engineer at PricePoint Systems, you will leverage AWS, SQL, and Java to deliver impactful solutions in the retail industry. This role will focus on delivering enterprise data platforms that measurably improves our retail outcomes. We deeply believe in fast iteration and experimentation at every level of the organization.",2024-12-09,84,57
JOB11592,DevOps Engineer,Steelpath Solutions,"Austin, TX",hybrid,manufacturing,enterprise,senior,172000,221000,AWS|Grafana|Terraform|CI/CD|Linux|Jenkins|Kubernetes,master,"Join Steelpath Solutions as a senior DevOps Engineer and help us build scalable data pipelines using AWS, Grafana, and Terraform. We value customer obsession and foster an inclusive environment where everyone can thrive.",2024-12-09,218,73
JOB13725,Data Scientist,Civic Analytics Corp,"Kansas City, MO",hybrid,government,medium,mid,132000,163000,Machine Learning|Jupyter|Spark|NLP,none,"We are seeking a mid Data Scientist to join our government team at Civic Analytics Corp. You will work with Machine Learning, Jupyter, and Spark to drive intelligent automation workflows. We deeply believe in impact at scale at every level of the organization.",2024-12-09,89,47
JOB02653,Data Engineer,EduBridge Technologies,"Boston, MA",hybrid,education,large,senior,172000,228000,PostgreSQL|Airflow|Kafka|Azure|SQL|Spark,master,"We are seeking a senior Data Engineer to join our education team at EduBridge Technologies. You will work with PostgreSQL, Airflow, and Kafka to drive product analytics infrastructure. We champion diversity and inclusion as a core part of how we operate.",2024-12-09,133,39
JOB09716,DevOps Engineer,PolicyData Corp,"Louisville, KY",hybrid,government,large,mid,111000,133000,Linux|AWS|Prometheus|Azure|Python|Jenkins,master,"As a mid DevOps Engineer at PolicyData Corp, you will leverage Linux, AWS, and Prometheus to deliver impactful solutions in the government industry. Your work will directly shape our approach to high-availability microservices across a global user base. We deeply believe in ownership and autonomy at every level of the organization.",2024-12-09,143,49
JOB11732,Data Engineer,Orion Civic Solutions,"Denver, CO",onsite,government,small,mid,95000,115000,dbt|Spark|Python|BigQuery,master,"We are seeking a mid Data Engineer to join our government team at Orion Civic Solutions. You will work with dbt, Spark, and Python to drive cloud infrastructure. Our team is built on technical excellence — you will feel it on day one.",2024-12-09,39,49
JOB08875,ML Engineer,PolicyData Corp,"Chicago, IL",hybrid,government,enterprise,entry,75000,94000,Airflow|AWS SageMaker,bachelor,We are seeking a entry ML Engineer to join our government team at PolicyData Corp. You will work with Airflow and AWS SageMaker to drive enterprise data platforms. We champion impact at scale as a core part of how we operate.,2024-12-09,205,24
JOB02125,ML Engineer,Precision Works Analytics,"Indianapolis, IN",remote,manufacturing,enterprise,director,393000,512000,Spark|MLflow|Airflow|Feature Stores|Python|AWS SageMaker|Kubernetes,bachelor,"Precision Works Analytics is looking for a passionate ML Engineer with expertise in Spark, MLflow, and Airflow. The ideal candidate will have director-level experience in the manufacturing space. Your work will directly shape our approach to high-availability microservices across a global user base.",2024-12-09,215,172
JOB06314,Research Scientist,Atlas Investment Group,"Atlanta, GA",remote,finance,large,entry,135000,181000,Publication Record|TensorFlow,bachelor,We are seeking a entry Research Scientist to join our finance team at Atlas Investment Group. You will work with Publication Record and TensorFlow to drive cloud infrastructure. Our team is built on impact at scale — you will feel it on day one.,2024-12-09,150,28
JOB01302,DevOps Engineer,Zenith Asset Advisors,"Orlando, FL",onsite,finance,medium,mid,147000,184000,Ansible|Terraform|Python|Docker|Jenkins,master,"Zenith Asset Advisors is looking for a passionate DevOps Engineer with expertise in Ansible, Terraform, and Python. The ideal candidate will have mid-level experience in the finance space. This role will focus on delivering enterprise data platforms that measurably improves our finance outcomes.",2024-12-10,74,28
JOB03716,Data Engineer,Vistas Content Tech,"Albuquerque, NM",remote,media,medium,director,185000,242000,Snowflake|PostgreSQL|Azure|Redshift|Kafka|SQL|Terraform|AWS|Python|dbt,phd,"Join Vistas Content Tech as a director Data Engineer and help us build product analytics infrastructure using Snowflake, PostgreSQL, and Azure. We value psychological safety and foster an inclusive environment where everyone can thrive.",2024-12-10,94,132
JOB01087,Backend Engineer,ProximaRetail Corp,"Charlotte, NC",onsite,retail,startup,senior,107000,123000,Kubernetes|Redis|PostgreSQL|Go|SQL|Python|Docker|REST APIs,bachelor,"Join ProximaRetail Corp as a senior Backend Engineer and help us build enterprise data platforms using Kubernetes, Redis, and PostgreSQL. We value continuous learning and foster an inclusive environment where everyone can thrive.",2024-12-10,29,49
JOB00434,Product Manager,Broadfield Investments,"Memphis, TN",hybrid,finance,small,mid,110000,148000,Stakeholder Management|User Research|Agile|Figma,bachelor,"As a mid Product Manager at Broadfield Investments, you will leverage Stakeholder Management, User Research, and Agile to deliver impactful solutions in the finance industry. Your work will directly shape our approach to data-driven insights across a global user base. We champion impact at scale as a core part of how we operate.",2024-12-10,41,23
JOB05346,Product Manager,Keystone Public Analytics,"San Antonio, TX",onsite,government,large,lead,211000,266000,Roadmapping|User Research|Product Strategy|JIRA|SQL|Figma|Data Analysis|Stakeholder Management|A/B Testing,master,"As a lead Product Manager at Keystone Public Analytics, you will leverage Roadmapping, User Research, and Product Strategy to deliver impactful solutions in the government industry. Your work will directly shape our approach to next-generation ML systems across a global user base. Our team is built on continuous learning — you will feel it on day one.",2024-12-10,172,49
JOB09407,Data Engineer,Strata Policy Systems,"Los Angeles, CA",remote,government,startup,entry,66000,86000,Python|AWS|Terraform,bachelor,"Join Strata Policy Systems as a entry Data Engineer and help us build data-driven insights using Python, AWS, and Terraform. We value continuous learning and foster an inclusive environment where everyone can thrive.",2024-12-10,32,45
JOB03257,Software Engineer,DataCure Corp,"Cincinnati, OH",hybrid,healthcare,medium,entry,67000,77000,PostgreSQL|Python,bachelor,We are seeking a entry Software Engineer to join our healthcare team at DataCure Corp. You will work with PostgreSQL and Python to drive customer personalization engines. Our team is built on psychological safety — you will feel it on day one.,2024-12-10,70,38
JOB14116,Backend Engineer,Outreach Commerce,"Boise, ID",remote,retail,large,entry,92000,112000,Kafka|Go|Docker|Kubernetes,phd,"As a entry Backend Engineer at Outreach Commerce, you will leverage Kafka, Go, and Docker to deliver impactful solutions in the retail industry. You will own the design and delivery of intelligent automation workflows end to end. We champion fast iteration and experimentation as a core part of how we operate.",2024-12-10,144,31
JOB12589,Software Engineer,Lighthouse Capital,"Seattle, WA",onsite,finance,small,mid,99000,129000,TypeScript|Rust|SQL|JavaScript|Java,bachelor,"As a mid Software Engineer at Lighthouse Capital, you will leverage TypeScript, Rust, and SQL to deliver impactful solutions in the finance industry. This role will focus on delivering next-generation ML systems that measurably improves our finance outcomes. We champion diversity and inclusion as a core part of how we operate.",2024-12-10,43,54
JOB02392,DevOps Engineer,Sterling Data Finance,"Orlando, FL",onsite,finance,medium,lead,236000,303000,Azure|Grafana|Python|GCP|Terraform|Prometheus|Ansible|Jenkins|Linux,master,"We are seeking a lead DevOps Engineer to join our finance team at Sterling Data Finance. You will work with Azure, Grafana, and Python to drive cloud infrastructure. We deeply believe in psychological safety at every level of the organization.",2024-12-10,84,116
JOB12192,Product Manager,PolicyData Corp,"Cincinnati, OH",onsite,government,large,lead,201000,261000,Roadmapping|Product Strategy|A/B Testing|User Research|SQL|Agile|Data Analysis|Figma,bachelor,"PolicyData Corp is looking for a passionate Product Manager with expertise in Roadmapping, Product Strategy, and A/B Testing. The ideal candidate will have lead-level experience in the government space. Your work will directly shape our approach to product analytics infrastructure across a global user base.",2024-12-10,125,115
JOB04229,Data Scientist,NovaStream Tech,"Albany, NY",remote,tech,startup,senior,147000,176000,Machine Learning|Statistics|scikit-learn|A/B Testing|Python|TensorFlow,phd,"As a senior Data Scientist at NovaStream Tech, you will leverage Machine Learning, Statistics, and scikit-learn to deliver impactful solutions in the tech industry. Your work will directly shape our approach to high-availability microservices across a global user base. Our team is built on psychological safety — you will feel it on day one.",2024-12-10,24,90
JOB10349,Software Engineer,CareEdge Systems,"New York, NY",remote,healthcare,large,director,267000,348000,PostgreSQL|Go|Kubernetes|Python|TypeScript|Git|AWS|Docker|JavaScript,bachelor,"As a director Software Engineer at CareEdge Systems, you will leverage PostgreSQL, Go, and Kubernetes to deliver impactful solutions in the healthcare industry. You will own the design and delivery of scalable data pipelines end to end. We champion data-driven decision making as a core part of how we operate.",2024-12-10,138,163
JOB02201,Data Scientist,Radiant Broadcasting AI,"Richmond, VA",remote,media,startup,lead,163000,201000,Spark|A/B Testing|Statistics|Machine Learning|TensorFlow|PyTorch|SQL|R|scikit-learn,master,"As a lead Data Scientist at Radiant Broadcasting AI, you will leverage Spark, A/B Testing, and Statistics to deliver impactful solutions in the media industry. You will own the design and delivery of product analytics infrastructure end to end. Our team is built on continuous learning — you will feel it on day one.",2024-12-11,27,82
JOB10503,Data Scientist,FinEdge Corp,"Raleigh, NC",remote,finance,enterprise,senior,263000,330000,Deep Learning|scikit-learn|A/B Testing|Jupyter|PyTorch|R|Machine Learning,bachelor,"As a senior Data Scientist at FinEdge Corp, you will leverage Deep Learning, scikit-learn, and A/B Testing to deliver impactful solutions in the finance industry. This role will focus on delivering intelligent automation workflows that measurably improves our finance outcomes. We deeply believe in continuous learning at every level of the organization.",2024-12-11,220,48
