job_id,company_id,company_name,posted_date,job_title,role_family,seniority,employment_type,remote_type,city,country,region,industry,company_size,funding_stage,company_type,salary_currency,salary_min_usd,salary_max_usd,salary_mid_usd,bonus_target_pct,equity_offered,experience_min_years,experience_max_years,education_required,visa_sponsorship,ai_focus_area,primary_skill_cluster,cloud_stack,llm_stack,required_skills,skills_count,applications_30d,days_open,is_filled,hiring_urgency,description
JOB023359,COMP0115,Signal Labs 115,2024-11-07,LLM Engineer,genai-apps,senior,full_time,hybrid,"New York, NY",United States,North America,software,large,public,developer-tools,USD,230000,304000,259000,0.096,1,5,9,bachelor,1,agents,llm,Azure|Databricks,OpenAI API|LangChain|Pinecone,Python|Prompt Engineering|LLM Evaluation|Azure|Vector Databases|RAG|Pinecone|Databricks,8,57,29,1,medium,"Signal Labs 115 is looking for a senior LLM Engineer to improve agents outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, Prompt Engineering, LLM Evaluation."
JOB023360,COMP0001,Apex Media,2025-12-05,Data Analyst,analytics,mid,full_time,hybrid,"Amsterdam, Netherlands",Netherlands,Europe,media,medium,series-d,adtech,USD,100000,140000,115000,0.065,1,3,5,master,0,insights,analytics,AWS|Snowflake,,Pandas|Looker|Tableau|Python|SQL|Excel,6,54,25,1,medium,"We are hiring a Data Analyst to help scale Apex Media's insights roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Pandas, Looker, Tableau."
JOB023361,COMP0186,Vertex Compute,2026-02-26,Research Scientist,research,mid,full_time,hybrid,"Toronto, ON",Canada,North America,cloud,large,subsidiary,security,USD,130000,171000,148000,0.108,0,3,5,master,1,alignment,research,Azure|Databricks,Anthropic API|DSPy|pgvector,PyTorch|Scientific Writing|Transformers|Python|Azure|Statistics|DSPy|Deep Learning|pgvector,9,46,26,0,medium,"Vertex Compute is looking for a mid Research Scientist to improve alignment outcomes for customers in cloud. You will own high-impact projects spanning experimentation, delivery, and operational excellence with PyTorch, Scientific Writing, Transformers."
JOB023362,COMP0014,Helix Systems,2025-04-05,MLOps Engineer,ml-operations,senior,full_time,hybrid,"Austin, TX",United States,North America,software,medium,series-d,platform,USD,164000,223000,197000,0.107,0,5,8,master,0,monitoring,mlops,GCP,,Docker|Feature Store|Terraform|Azure|Prometheus|Model Monitoring|CI/CD|Python,8,25,27,1,medium,"Join Helix Systems as a senior MLOps Engineer working on monitoring problems in software. You will partner with cross-functional teams to ship production work using Docker, Feature Store, Terraform."
JOB023363,COMP0065,Apex Advisory,2025-06-14,ML Engineer,ml-engineering,principal,full_time,hybrid,"San Francisco, CA",United States,North America,consulting,small,series-a,consulting,USD,242000,327000,292000,0.13,1,11,15,master,0,recommenders,ml-engineering,AWS|Snowflake,,Python|Snowflake|PyTorch|AWS|Kubernetes|Docker|CI/CD|GCP|Azure,9,56,48,1,low,"Join Apex Advisory as a principal ML Engineer working on recommenders problems in consulting. You will partner with cross-functional teams to ship production work using Python, Snowflake, PyTorch."
JOB023364,COMP0117,Nimbus Cloud,2024-03-20,Data Scientist,modeling,mid,full_time,hybrid,"Seattle, WA",United States,North America,software,startup,series-a,developer-tools,USD,124000,172000,148000,0.095,0,2,5,master,0,recommendation,ml,GCP,,Python|Pandas|GCP|SQL|Jupyter|Experiment Design|XGBoost|scikit-learn,8,19,17,1,high,"Join Nimbus Cloud as a mid Data Scientist working on recommendation problems in software. You will partner with cross-functional teams to ship production work using Python, Pandas, GCP."
JOB023365,COMP0269,Foundry Marketplace,2025-12-15,MLOps Engineer,ml-operations,senior,full_time,hybrid,"London, UK",United Kingdom,Europe,retail,enterprise,public,marketplace,USD,156000,217000,187000,0.098,0,5,9,master,1,monitoring,mlops,GCP,,Feature Store|Kubernetes|Python|MLflow|Prometheus|Docker,6,62,14,1,high,"Foundry Marketplace is looking for a senior MLOps Engineer to improve monitoring outcomes for customers in retail. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Feature Store, Kubernetes, Python."
JOB023366,COMP0232,Meridian Works 232,2025-07-20,Data Analyst,analytics,mid,full_time,remote,Singapore,Singapore,APAC,software,startup,series-a,platform,USD,102000,134000,117000,0.069,0,2,5,bachelor,0,insights,analytics,GCP,,GCP|Python|Looker|Statistics|Pandas|Excel|SQL|Tableau,8,27,20,1,medium,"We are hiring a Data Analyst to help scale Meridian Works 232's insights roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across GCP, Python, Looker."
JOB023367,COMP0138,Vertex Consumer,2025-04-01,ML Engineer,ml-engineering,mid,full_time,remote,"Zurich, Switzerland",Switzerland,Europe,retail,startup,series-a,marketplace,USD,107000,142000,119000,0.085,1,2,6,master,0,serving,ml-engineering,GCP|BigQuery,,CI/CD|Azure|GCP|Kubernetes|TensorFlow|PyTorch|Docker|Airflow|AWS|Python|Spark,11,62,25,1,medium,"We are hiring a ML Engineer to help scale Vertex Consumer's serving roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across CI/CD, Azure, GCP."
JOB023368,COMP0260,Vector Investments 260,2024-12-18,LLM Engineer,genai-apps,principal,full_time,remote,"Austin, TX",United States,North America,finance,startup,seed,fintech,USD,258000,357000,313000,0.137,1,10,16,master,0,guardrails,llm,Azure|Databricks,OpenAI API|LangChain|Pinecone,Python|LangChain|LLM Evaluation|Fine-Tuning|Prompt Engineering|Databricks|Guardrails,7,60,56,1,low,"Join Vector Investments 260 as a principal LLM Engineer working on guardrails problems in finance. You will partner with cross-functional teams to ship production work using Python, LangChain, LLM Evaluation."
JOB023369,COMP0196,Vector Capital,2025-04-25,LLM Engineer,genai-apps,senior,full_time,hybrid,"Melbourne, Australia",Australia,APAC,finance,medium,series-d,bank,USD,173000,236000,196000,0.123,0,6,8,bachelor,0,guardrails,llm,AWS|Snowflake,OpenAI API|LangChain|Pinecone,Prompt Engineering|LangChain|Fine-Tuning|OpenAI API|Python|LLM Evaluation|Pinecone|AWS|Synthetic Data|Vector Databases|Guardrails,11,49,22,1,medium,"Vector Capital is looking for a senior LLM Engineer to improve guardrails outcomes for customers in finance. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Prompt Engineering, LangChain, Fine-Tuning."
JOB023370,COMP0041,Beacon Advisory,2025-10-16,Data Analyst,analytics,mid,full_time,remote,"Hyderabad, India",India,APAC,consulting,enterprise,public,consulting,USD,54000,77000,64000,0.059,0,3,6,none,0,experimentation,analytics,GCP,,Python|GCP|Looker|Tableau|Pandas|Excel|SQL|Statistics,8,53,35,0,medium,"Beacon Advisory is looking for a mid Data Analyst to improve experimentation outcomes for customers in consulting. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, GCP, Looker."
JOB023371,COMP0238,Helix Partners 238,2024-04-30,AI Product Manager,product,principal,full_time,remote,"Hyderabad, India",India,APAC,consulting,large,subsidiary,consulting,USD,85000,120000,102000,0.138,1,10,16,bachelor,0,workflow-automation,product,AWS|Snowflake,,Experiment Design|Stakeholder Management|User Research|SQL|Product Strategy|Analytics|AWS|Prompt Engineering,8,25,44,1,low,"We are hiring a AI Product Manager to help scale Helix Partners 238's workflow automation roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Experiment Design, Stakeholder Management, User Research."
JOB023372,COMP0089,Beacon Industrial 89,2025-05-15,BI Analyst,analytics,mid,full_time,remote,"Hyderabad, India",India,APAC,manufacturing,startup,series-b,industrial,USD,42000,55000,47000,0.08,1,2,6,bachelor,0,self-serve-bi,analytics,GCP,,GCP|Dashboarding|SQL|Power BI|Stakeholder Management|Looker,6,54,13,0,high,"We are hiring a BI Analyst to help scale Beacon Industrial 89's self serve bi roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across GCP, Dashboarding, SQL."
JOB023373,COMP0084,Vector Policy 84,2024-02-09,Data Scientist,modeling,staff,full_time,remote,"New York, NY",United States,North America,public-sector,medium,series-c,research-consortium,USD,192000,260000,232000,0.117,0,8,11,master,0,forecasting,ml,Azure,,XGBoost|Jupyter|Azure|Feature Engineering|Python|SQL|Experiment Design|Pandas|Statistics|A/B Testing,10,51,36,1,medium,"Vector Policy 84 is looking for a staff Data Scientist to improve forecasting outcomes for customers in public-sector. You will own high-impact projects spanning experimentation, delivery, and operational excellence with XGBoost, Jupyter, Azure."
JOB023374,COMP0211,Signal Labs 211,2025-11-15,Analytics Engineer,analytics,entry,full_time,hybrid,"London, UK",United Kingdom,Europe,software,medium,late-stage,platform,USD,88000,118000,104000,0.075,1,1,2,bachelor,0,self-serve-bi,analytics,Azure,,Looker|Data Modeling|SQL|dbt|Azure|Snowflake|Git,7,48,44,1,low,"Join Signal Labs 211 as a entry Analytics Engineer working on self serve bi problems in software. You will partner with cross-functional teams to ship production work using Looker, Data Modeling, SQL."
JOB023375,COMP0143,Summit AI 143,2024-09-10,Applied Scientist,modeling,entry,contract,remote,"New York, NY",United States,North America,software,medium,late-stage,platform,USD,102000,132000,117000,0.097,0,1,3,master,0,causal-inference,ml,GCP|BigQuery,,Python|GCP|Feature Engineering|XGBoost|PyTorch|Statistics|Causal Inference|SQL|BigQuery,9,61,33,1,medium,"Summit AI 143 is looking for a entry Applied Scientist to improve causal inference outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, GCP, Feature Engineering."
JOB023376,COMP0128,Prism Systems 128,2026-02-10,Data Scientist,modeling,entry,full_time,hybrid,"Berlin, Germany",Germany,Europe,software,enterprise,public,developer-tools,USD,88000,115000,104000,0.108,0,0,3,master,0,classification,ml,AWS,,Python|Jupyter|Pandas|Experiment Design|Statistics|scikit-learn|SQL|A/B Testing,8,35,21,1,medium,"Join Prism Systems 128 as a entry Data Scientist working on classification problems in software. You will partner with cross-functional teams to ship production work using Python, Jupyter, Pandas."
JOB023377,COMP0136,Meridian Works 136,2025-04-14,AI Product Manager,product,entry,full_time,remote,"Boston, MA",United States,North America,software,large,late-stage,developer-tools,USD,110000,148000,123000,0.118,0,1,2,bachelor,1,evaluation,product,GCP,Gemini API|RAG|Weaviate,Product Strategy|Experiment Design|Roadmapping|Prompt Engineering|Analytics|GCP|Weaviate|Gemini API|User Research,9,66,7,0,high,"We are hiring a AI Product Manager to help scale Meridian Works 136's evaluation roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Product Strategy, Experiment Design, Roadmapping."
JOB023378,COMP0155,Pioneer Automation,2025-04-08,Data Analyst,analytics,senior,full_time,hybrid,"Boston, MA",United States,North America,manufacturing,medium,series-d,industrial,USD,144000,192000,174000,0.063,0,5,9,bachelor,0,operations,analytics,AWS|Snowflake,,SQL|Python|A/B Testing|Pandas|Excel|Statistics|Tableau,7,49,29,1,medium,"We are hiring a Data Analyst to help scale Pioneer Automation's operations roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across SQL, Python, A/B Testing."
JOB023379,COMP0002,Northstar Bio,2025-01-02,Data Scientist,modeling,entry,full_time,hybrid,"Berlin, Germany",Germany,Europe,healthcare,enterprise,public,provider,USD,86000,118000,98000,0.114,0,1,2,phd,1,classification,ml,GCP|BigQuery,,Python|Statistics|BigQuery|Jupyter|GCP|scikit-learn|XGBoost|Experiment Design|Feature Engineering|SQL|A/B Testing,11,22,37,1,medium,"Northstar Bio is looking for a entry Data Scientist to improve classification outcomes for customers in healthcare. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, Statistics, BigQuery."
JOB023380,COMP0054,Atlas Platform,2025-05-09,Data Engineer,data-platform,mid,full_time,remote,"Austin, TX",United States,North America,software,small,series-b,platform,USD,132000,184000,157000,0.095,1,3,5,bachelor,0,warehousing,data-platform,AWS,,Python|Spark|SQL|Kafka|AWS|BigQuery|GCP|Data Modeling,8,47,16,1,high,"Join Atlas Platform as a mid Data Engineer working on warehousing problems in software. You will partner with cross-functional teams to ship production work using Python, Spark, SQL."
JOB023381,COMP0258,Northstar Platform,2025-01-01,AI Engineer,genai-apps,mid,full_time,hybrid,"Seattle, WA",United States,North America,software,medium,series-d,product,USD,174000,244000,202000,0.071,1,3,5,master,0,knowledge-search,llm,GCP|BigQuery,OpenAI API|LangChain|Pinecone,Python|FastAPI|Vector Databases|Pinecone|GCP|RAG|Prompt Engineering|LLM Evaluation,8,64,31,1,medium,"Northstar Platform is looking for a mid AI Engineer to improve knowledge search outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, FastAPI, Vector Databases."
JOB023382,COMP0014,Helix Systems,2025-01-29,Data Scientist,modeling,staff,full_time,remote,"Austin, TX",United States,North America,software,medium,series-d,platform,USD,202000,275000,227000,0.119,0,8,12,phd,0,experimentation,ml,Azure,,Python|Jupyter|Azure|Pandas|Feature Engineering|Experiment Design|SQL|A/B Testing|XGBoost|scikit-learn|Statistics,11,55,23,0,medium,"Helix Systems is looking for a staff Data Scientist to improve experimentation outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, Jupyter, Azure."
JOB023383,COMP0246,Atlas Platform 246,2024-08-27,Research Scientist,research,mid,full_time,remote,"San Francisco, CA",United States,North America,software,startup,series-b,platform,USD,150000,191000,168000,0.104,1,3,6,phd,0,nlp,research,GCP,Anthropic API|DSPy|pgvector,Python|Transformers|RLHF|Deep Learning|pgvector|Statistics|GCP|Scientific Writing|Distributed Training|PyTorch|Research Methods,11,58,28,1,medium,"Join Atlas Platform 246 as a mid Research Scientist working on nlp problems in software. You will partner with cross-functional teams to ship production work using Python, Transformers, RLHF."
JOB023384,COMP0204,Orbit Platform,2025-01-09,Data Engineer,data-platform,senior,full_time,hybrid,"San Francisco, CA",United States,North America,software,enterprise,public,product,USD,184000,236000,208000,0.064,0,5,8,master,0,elt,data-platform,GCP,,Data Modeling|Databricks|Python|Airflow|SQL|Kafka|Spark|Snowflake,8,48,30,1,medium,"Join Orbit Platform as a senior Data Engineer working on elt problems in software. You will partner with cross-functional teams to ship production work using Data Modeling, Databricks, Python."
JOB023385,COMP0078,Helix Ops,2025-12-28,ML Engineer,ml-engineering,mid,full_time,remote,"Boston, MA",United States,North America,cloud,small,series-b,infra,USD,156000,201000,178000,0.107,1,2,6,master,0,serving,ml-engineering,GCP,,Python|Airflow|Docker|TensorFlow|PyTorch|CI/CD|Feature Store|Kubernetes|Spark,9,27,25,1,medium,"Join Helix Ops as a mid ML Engineer working on serving problems in cloud. You will partner with cross-functional teams to ship production work using Python, Airflow, Docker."
JOB023386,COMP0132,Vector Works,2024-10-12,AI Engineer,genai-apps,mid,full_time,hybrid,"Boston, MA",United States,North America,manufacturing,startup,series-a,industrial,USD,115000,161000,133000,0.069,1,3,5,bachelor,0,copilots,llm,Azure,Gemini API|RAG|Weaviate,LLM Evaluation|FastAPI|Azure|Docker|Python|Gemini API|API Design|Structured Outputs|Vector Databases,9,64,27,1,medium,"Join Vector Works as a mid AI Engineer working on copilots problems in manufacturing. You will partner with cross-functional teams to ship production work using LLM Evaluation, FastAPI, Azure."
JOB023387,COMP0116,Vector Systems,2025-12-12,MLOps Engineer,ml-operations,mid,full_time,hybrid,"Melbourne, Australia",Australia,APAC,software,small,series-a,product,USD,112000,153000,132000,0.065,1,2,6,master,0,platform,mlops,AWS,,Feature Store|AWS|Docker|Terraform|CI/CD|Model Monitoring|Azure|GCP|Python|Kubernetes|Prometheus,11,71,23,1,medium,"Join Vector Systems as a mid MLOps Engineer working on platform problems in software. You will partner with cross-functional teams to ship production work using Feature Store, AWS, Docker."
JOB023388,COMP0037,Nimbus Retail,2026-01-16,Data Analyst,analytics,senior,full_time,remote,"New York, NY",United States,North America,retail,startup,series-a,commerce,USD,137000,185000,159000,0.079,1,6,8,none,1,reporting,analytics,AWS|Snowflake,,Python|Statistics|A/B Testing|Excel|Snowflake|Pandas|Looker|AWS|Tableau|SQL,10,59,26,1,medium,"Join Nimbus Retail as a senior Data Analyst working on reporting problems in retail. You will partner with cross-functional teams to ship production work using Python, Statistics, A/B Testing."
JOB023389,COMP0219,Pioneer Cloud 219,2025-09-28,ML Engineer,ml-engineering,entry,full_time,hybrid,"London, UK",United Kingdom,Europe,cloud,small,series-a,security,USD,98000,126000,113000,0.107,1,0,2,bachelor,0,training-platforms,ml-engineering,GCP|BigQuery,,Python|Kubernetes|Feature Store|Azure|TensorFlow|PyTorch|GCP|Spark|Airflow,9,16,40,0,medium,"We are hiring a ML Engineer to help scale Pioneer Cloud 219's training platforms roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across Python, Kubernetes, Feature Store."
JOB023390,COMP0143,Summit AI 143,2024-02-22,Data Analyst,analytics,senior,full_time,onsite,"New York, NY",United States,North America,software,medium,late-stage,platform,USD,165000,236000,199000,0.069,0,5,9,master,0,insights,analytics,AWS|Snowflake,,SQL|Python|Looker|A/B Testing|Excel|Pandas|Statistics|AWS|Snowflake|Tableau,10,42,29,1,medium,"We are hiring a Data Analyst to help scale Summit AI 143's insights roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across SQL, Python, Looker."
JOB023391,COMP0205,Foundry Industrial 205,2025-06-20,AI Product Manager,product,entry,full_time,remote,"Hyderabad, India",India,APAC,manufacturing,medium,late-stage,industrial,USD,35000,48000,40000,0.114,0,1,3,master,1,workflow-automation,product,GCP|BigQuery,,BigQuery|User Research|Experiment Design|Product Strategy|Prompt Engineering|GCP|Stakeholder Management|Roadmapping|SQL,9,39,41,1,low,"We are hiring a AI Product Manager to help scale Foundry Industrial 205's workflow automation roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across BigQuery, User Research, Experiment Design."
JOB023392,COMP0177,Apex Infra,2025-12-25,Data Analyst,analytics,mid,full_time,onsite,"Bangalore, India",India,APAC,cloud,medium,late-stage,infra,USD,53000,70000,59000,0.053,0,2,5,bachelor,0,operations,analytics,GCP|BigQuery,,Looker|A/B Testing|SQL|GCP|Statistics|Tableau|Excel|BigQuery|Pandas|Python,10,51,47,1,low,"Apex Infra is looking for a mid Data Analyst to improve operations outcomes for customers in cloud. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Looker, A/B Testing, SQL."
JOB023393,COMP0096,Prism Platform 96,2025-01-28,ML Engineer,ml-engineering,entry,full_time,hybrid,"Austin, TX",United States,North America,software,startup,series-b,product,USD,69000,99000,83000,0.097,1,1,3,bachelor,0,feature-stores,ml-engineering,Azure,,CI/CD|Kubernetes|PyTorch|Spark|GCP|Azure|Airflow|AWS|Python,9,26,33,0,medium,"Prism Platform 96 is looking for a entry ML Engineer to improve feature stores outcomes for customers in software. You will own high-impact projects spanning experimentation, delivery, and operational excellence with CI/CD, Kubernetes, PyTorch."
JOB023394,COMP0044,Orbit Analytics,2024-11-22,MLOps Engineer,ml-operations,entry,full_time,hybrid,"Bangalore, India",India,APAC,finance,startup,series-b,asset-manager,USD,45000,57000,50000,0.117,1,1,3,bachelor,0,monitoring,mlops,Azure|Databricks,,Docker|Python|Azure|Kubernetes|CI/CD|MLflow|AWS|Terraform,8,35,39,1,medium,"Join Orbit Analytics as a entry MLOps Engineer working on monitoring problems in finance. You will partner with cross-functional teams to ship production work using Docker, Python, Azure."
JOB023395,COMP0170,Vertex Systems 170,2024-12-15,Data Engineer,data-platform,entry,full_time,hybrid,"Bangalore, India",India,APAC,software,medium,late-stage,developer-tools,USD,39000,54000,45000,0.078,0,1,3,master,0,streaming,data-platform,Azure|Databricks,,Python|dbt|Azure|SQL|GCP|Kafka|Databricks|Airflow|Spark|Snowflake,10,37,33,1,medium,"Join Vertex Systems 170 as a entry Data Engineer working on streaming problems in software. You will partner with cross-functional teams to ship production work using Python, dbt, Azure."
JOB023396,COMP0066,Northstar Media,2025-03-10,Data Analyst,analytics,senior,full_time,onsite,"London, UK",United Kingdom,Europe,media,startup,series-b,streaming,USD,113000,145000,127000,0.071,1,5,9,none,0,operations,analytics,AWS|Snowflake,,Snowflake|Statistics|Tableau|Pandas|Looker|AWS|SQL|Python|Excel|A/B Testing,10,18,32,1,medium,"Northstar Media is looking for a senior Data Analyst to improve operations outcomes for customers in media. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Snowflake, Statistics, Tableau."
JOB023397,COMP0154,Vertex Partners 154,2024-04-14,Data Analyst,analytics,entry,full_time,hybrid,Singapore,Singapore,APAC,consulting,startup,seed,advisory,USD,54000,75000,62000,0.063,1,1,2,bachelor,0,reporting,analytics,GCP,,SQL|Python|Excel|GCP|Looker|Tableau|A/B Testing|Statistics,8,74,38,1,medium,"Vertex Partners 154 is looking for a entry Data Analyst to improve reporting outcomes for customers in consulting. You will own high-impact projects spanning experimentation, delivery, and operational excellence with SQL, Python, Excel."
JOB023398,COMP0275,Signal Insights 275,2024-10-06,Data Scientist,modeling,staff,full_time,hybrid,"Seattle, WA",United States,North America,retail,small,series-a,marketplace,USD,185000,243000,216000,0.121,1,9,12,phd,0,classification,ml,AWS,,SQL|Python|Statistics|Pandas|AWS|Feature Engineering|Jupyter|Experiment Design,8,55,26,1,medium,"We are hiring a Data Scientist to help scale Signal Insights 275's classification roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across SQL, Python, Statistics."
JOB023399,COMP0125,Foundry Civic 125,2025-08-19,LLM Engineer,genai-apps,mid,full_time,remote,"New York, NY",United States,North America,public-sector,enterprise,subsidiary,research-consortium,USD,179000,238000,214000,0.091,1,3,6,bachelor,1,agents,llm,Azure,Gemini API|RAG|Weaviate,Prompt Engineering|Transformers|Azure|Python|Synthetic Data|Vector Databases|Fine-Tuning|FastAPI,8,57,42,1,low,"Join Foundry Civic 125 as a mid LLM Engineer working on agents problems in public-sector. You will partner with cross-functional teams to ship production work using Prompt Engineering, Transformers, Azure."
JOB023400,COMP0052,Vector Retail,2025-04-25,Research Scientist,research,mid,contract,onsite,"Austin, TX",United States,North America,retail,medium,series-d,marketplace,USD,125000,164000,141000,0.1,0,3,5,master,0,multimodal,research,GCP,Anthropic API|DSPy|pgvector,Python|PyTorch|Anthropic API|GCP|Experiment Tracking|DSPy|Deep Learning|Scientific Writing|Statistics,9,26,29,0,medium,"Vector Retail is looking for a mid Research Scientist to improve multimodal outcomes for customers in retail. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, PyTorch, Anthropic API."
JOB023401,COMP0020,Vector Policy,2024-10-01,Data Scientist,modeling,senior,full_time,remote,"Austin, TX",United States,North America,public-sector,medium,series-c,public-sector,USD,131000,184000,156000,0.096,1,5,8,master,0,recommendation,ml,AWS|Snowflake,,Python|SQL|Snowflake|scikit-learn|Pandas|A/B Testing|XGBoost|Experiment Design,8,53,52,1,low,"Join Vector Policy as a senior Data Scientist working on recommendation problems in public-sector. You will partner with cross-functional teams to ship production work using Python, SQL, Snowflake."
JOB023402,COMP0090,Vertex Security,2026-02-25,AI Engineer,genai-apps,senior,full_time,onsite,"Paris, France",France,Europe,cloud,large,subsidiary,infra,USD,204000,269000,234000,0.091,0,5,9,master,0,agents,llm,AWS,Anthropic API|DSPy|pgvector,Python|FastAPI|Docker|Structured Outputs|Anthropic API|Vector Databases|LLM Evaluation|Prompt Engineering,8,35,17,1,high,"Vertex Security is looking for a senior AI Engineer to improve agents outcomes for customers in cloud. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Python, FastAPI, Docker."
JOB023403,COMP0014,Helix Systems,2024-11-20,ML Engineer,ml-engineering,senior,full_time,remote,"Austin, TX",United States,North America,software,medium,series-d,platform,USD,164000,223000,199000,0.09,0,5,9,master,0,training-platforms,ml-engineering,GCP,,Kubernetes|Feature Store|GCP|CI/CD|Spark|PyTorch|Python,7,54,28,1,medium,"Join Helix Systems as a senior ML Engineer working on training platforms problems in software. You will partner with cross-functional teams to ship production work using Kubernetes, Feature Store, GCP."
JOB023404,COMP0277,Nimbus Civic 277,2024-06-28,Research Scientist,research,mid,full_time,hybrid,"Berlin, Germany",Germany,Europe,public-sector,large,subsidiary,research-consortium,USD,102000,147000,124000,0.134,0,3,6,master,1,nlp,research,GCP,Gemini API|RAG|Weaviate,Python|Deep Learning|GCP|Weaviate|Research Methods|Experiment Tracking|Statistics|PyTorch|Scientific Writing|Distributed Training|RLHF,11,55,23,1,medium,"Join Nimbus Civic 277 as a mid Research Scientist working on nlp problems in public-sector. You will partner with cross-functional teams to ship production work using Python, Deep Learning, GCP."
JOB023405,COMP0225,Apex Cloud 225,2024-08-22,BI Analyst,analytics,staff,full_time,remote,"San Francisco, CA",United States,North America,software,enterprise,public,developer-tools,USD,212000,281000,251000,0.1,1,8,12,master,1,finance-reporting,analytics,AWS,,SQL|Power BI|Dashboarding|Tableau|AWS|Looker|Excel|Stakeholder Management,8,39,33,1,medium,"Join Apex Cloud 225 as a staff BI Analyst working on finance reporting problems in software. You will partner with cross-functional teams to ship production work using SQL, Power BI, Dashboarding."
JOB023406,COMP0038,Atlas Ops,2024-11-26,Data Analyst,analytics,entry,full_time,hybrid,Singapore,Singapore,APAC,cloud,medium,series-d,security,USD,72000,92000,83000,0.074,1,0,2,master,0,reporting,analytics,AWS,,SQL|AWS|Python|Pandas|Statistics|A/B Testing|Looker,7,19,38,1,medium,"Join Atlas Ops as a entry Data Analyst working on reporting problems in cloud. You will partner with cross-functional teams to ship production work using SQL, AWS, Python."
JOB023407,COMP0002,Northstar Bio,2025-05-24,Research Scientist,research,mid,full_time,remote,"Berlin, Germany",Germany,Europe,healthcare,enterprise,public,provider,USD,126000,175000,147000,0.123,0,2,6,master,0,alignment,research,GCP|BigQuery,Gemini API|RAG|Weaviate,PyTorch|Transformers|Research Methods|Statistics|Weaviate|GCP|Scientific Writing|Python|RLHF|RAG|Distributed Training,11,65,55,1,low,"We are hiring a Research Scientist to help scale Northstar Bio's alignment roadmap. The role blends hands-on delivery, stakeholder collaboration, and modern tooling across PyTorch, Transformers, Research Methods."
JOB023408,COMP0001,Apex Media,2024-04-11,BI Analyst,analytics,mid,full_time,hybrid,"Amsterdam, Netherlands",Netherlands,Europe,media,medium,series-d,adtech,USD,96000,132000,109000,0.077,0,3,5,master,0,self-serve-bi,analytics,Azure|Databricks,,Tableau|Power BI|Looker|Databricks|Excel|Azure|Dashboarding|SQL|Stakeholder Management,9,41,30,1,medium,"Apex Media is looking for a mid BI Analyst to improve self serve bi outcomes for customers in media. You will own high-impact projects spanning experimentation, delivery, and operational excellence with Tableau, Power BI, Looker."
JOB023409,COMP0104,Meridian Studios,2026-01-17,AI Product Manager,product,senior,full_time,hybrid,Singapore,Singapore,APAC,media,small,series-b,streaming,USD,119000,162000,136000,0.114,1,6,8,master,0,copilots,product,GCP|BigQuery,,Experiment Design|Stakeholder Management|SQL|GCP|User Research|Prompt Engineering|Product Strategy|Roadmapping|Analytics,9,52,20,1,medium,"Join Meridian Studios as a senior AI Product Manager working on copilots problems in media. You will partner with cross-functional teams to ship production work using Experiment Design, Stakeholder Management, SQL."
JOB023410,COMP0254,Helix Edu,2026-01-05,AI Engineer,genai-apps,principal,full_time,hybrid,"San Francisco, CA",United States,North America,education,large,public,edtech,USD,272000,370000,304000,0.088,0,11,16,master,0,knowledge-search,llm,AWS,Anthropic API|DSPy|pgvector,FastAPI|AWS|pgvector|Docker|DSPy|Vector Databases|Python|Anthropic API|RAG|Structured Outputs|LangChain|API Design,12,62,39,1,medium,"Helix Edu is looking for a principal AI Engineer to improve knowledge search outcomes for customers in education. You will own high-impact projects spanning experimentation, delivery, and operational excellence with FastAPI, AWS, pgvector."
